SalesOrderID,CustomerID,SalesPersonID,TerritoryID
43881,30111,277,3
43882,29558,282,6
43883,29724,275,2
43884,29861,277,3
43885,29757,276,4
43886,29698,282,6
43887,29493,279,5
43888,29794,282,6
43889,29830,278,6
43890,29515,278,6
43891,29807,282,6
43892,29716,281,4
43893,29905,282,6
43894,30004,280,1
43895,29742,280,1
43896,29866,277,4
43897,29522,276,4
43898,29705,278,6
43899,29906,277,3
43900,29880,279,5
43901,29901,276,4
43902,29507,279,5
43903,29968,279,5
43904,30095,277,4
43905,29846,279,5
43906,29523,277,4
43907,29791,275,2
43908,29731,275,2
43909,29787,283,1
43910,29963,279,5
43911,29617,280,1
43912,29853,276,4
43913,29774,277,4
43914,29521,281,1
43915,29688,275,3
43916,29511,276,3
43917,29885,283,1
43918,22041,,6
43919,12124,,7
43920,28066,,4
43921,16743,,9
43922,13546,,8
43923,28018,,4
43924,12132,,7
43925,16661,,9
43926,11055,,9
43927,16662,,9
43928,16740,,9
43929,25270,,9
43930,28038,,4
43931,13548,,8
43932,16741,,9
43933,11031,,9
43934,11034,,9
43935,20048,,10
43936,28065,,4
43937,17047,,9
43938,16686,,9
43939,16659,,9
43940,25294,,9
43941,13600,,10
43942,17051,,9
43943,14565,,4
43944,11054,,9
43945,16675,,9
43946,16687,,9
43947,16712,,9
43948,11047,,9
43949,27726,,4
43950,28014,,4
43951,16696,,9
43952,16639,,9
43953,20049,,10
43954,13602,,10
43955,13661,,10
43956,11030,,9
43957,28068,,4
43958,16658,,9
43959,11035,,9
43960,11046,,9
43961,28031,,4
43962,28076,,4
43963,16685,,9
43964,16745,,9
43965,11038,,9
43966,11039,,9
43967,28040,,1
43968,28067,,4
43969,28071,,4
43970,16684,,9
43971,16657,,9
43972,21939,,6
43973,28039,,4
43974,13687,,10
43975,13540,,8
43976,28063,,4
43977,16703,,9
43978,28030,,1
43979,14576,,1
43980,11048,,9
43981,16664,,9
43982,25271,,9
43983,28017,,1
43984,13545,,8
43985,13515,,8
43986,28070,,4
43987,28042,,4
43988,11244,,10
43989,28083,,4
43990,25872,,1
43991,16660,,9
43992,16638,,9
43993,16929,,9
43994,27681,,4
43995,21813,,6
43996,27920,,4
43997,28022,,4
43998,11033,,9
43999,28047,,1
44000,27918,,4
44001,28044,,4
44002,14572,,4
44003,19325,,8
44004,28061,,4
44005,26629,,6
44006,16744,,9
44007,25555,,9
44008,27678,,1
44009,27759,,1
44010,13680,,10
44011,13514,,8
44012,11052,,9
44013,16928,,9
44014,27917,,4
44015,13693,,10
44016,11247,,10
44017,28078,,1
44018,25876,,1
44019,16701,,9
44020,16931,,9
44021,11032,,9
44022,22008,,6
44023,19830,,6
44024,16663,,9
44025,16708,,9
44026,17045,,9
44027,21921,,6
44028,17048,,9
44029,11050,,9
44030,12131,,7
44031,13689,,10
44032,11243,,10
44033,16693,,9
44034,16702,,9
44035,16707,,9
44036,17046,,9
44037,25272,,9
44038,25868,,4
44039,17971,,7
44040,11057,,9
44041,16742,,9
44042,13678,,10
44043,13679,,10
44044,13690,,10
44045,28394,,7
44046,28064,,1
44047,25878,,4
44048,16713,,9
44049,13538,,8
44050,17050,,9
44051,13691,,10
44052,16637,,9
44053,19329,,8
44054,13542,,8
44055,13543,,8
44056,13559,,8
44057,14577,,1
44058,11056,,9
44059,16688,,9
44060,25273,,9
44061,27919,,1
44062,28041,,1
44063,11240,,10
44064,22050,,6
44065,28062,,4
44066,25867,,4
44067,17049,,9
44068,13541,,8
44069,28395,,7
44070,19829,,6
44071,16691,,9
44072,16656,,9
44073,11044,,9
44074,29592,275,2
44075,29632,283,1
44076,30003,277,3
44077,29714,282,6
44078,29622,283,1
44079,29967,277,3
44080,29733,276,4
44081,29950,282,6
44082,29803,274,6
44083,29969,278,6
44084,29494,282,6
44085,29639,282,6
44086,29722,282,6
44087,29944,276,4
44088,29842,281,4
44089,29673,276,4
44090,29659,277,4
44091,29914,281,4
44092,30090,277,4
44093,29708,277,4
44094,29711,282,6
44095,29748,281,4
44096,29655,275,3
44097,29651,277,3
44098,29504,279,5
44099,29897,281,4
44100,29690,281,1
44101,29721,279,5
44102,29681,279,5
44103,29577,278,6
44104,29755,278,6
44105,29769,277,3
44106,30068,279,5
44107,30106,277,4
44108,29686,281,4
44109,29921,280,1
44110,29486,277,3
44111,29740,282,6
44112,29649,278,6
44113,29938,276,4
44114,29746,275,2
44115,29525,276,4
44116,29685,279,5
44117,29581,275,2
44118,29883,276,3
44119,29834,281,4
44120,29702,277,4
44121,29710,276,1
44122,29518,279,5
44123,29498,275,2
44124,29637,277,4
44125,29872,277,3
44126,29810,283,1
44127,29562,281,4
44128,30088,279,5
44129,29966,275,2
44130,29642,279,5
44131,29487,275,2
44132,29484,279,5
44133,29715,279,5
44134,13821,,10
44135,28156,,4
44136,22114,,6
44137,17328,,9
44138,13765,,10
44139,13792,,10
44140,12221,,7
44141,13572,,8
44142,22058,,6
44143,28145,,4
44144,17071,,9
44145,17309,,9
44146,17310,,9
44147,17320,,9
44148,28172,,4
44149,17242,,9
44150,17315,,9
44151,25558,,9
44152,11334,,10
44153,28168,,4
44154,28181,,1
44155,28131,,4
44156,25887,,1
44157,17055,,9
44158,13567,,8
44159,28182,,4
44160,28186,,1
44161,13772,,10
44162,28185,,4
44163,28193,,4
44164,28088,,4
44165,17065,,9
44166,14581,,1
44167,17308,,9
44168,12211,,7
44169,28179,,1
44170,28183,,4
44171,28112,,4
44172,14584,,4
44173,13784,,10
44174,17229,,9
44175,17246,,9
44176,12220,,7
44177,11337,,10
44178,28097,,4
44179,25888,,1
44180,11058,,9
44181,17294,,9
44182,17299,,9
44183,28158,,4
44184,17247,,9
44185,17280,,9
44186,25889,,4
44187,17069,,9
44188,20052,,10
44189,20054,,10
44190,11061,,9
44191,17248,,9
44192,13570,,8
44193,28164,,4
44194,17064,,9
44195,17249,,9
44196,17295,,9
44197,28096,,4
44198,28150,,4
44199,17259,,9
44200,17312,,9
44201,12254,,7
44202,28159,,4
44203,28149,,4
44204,14580,,4
44205,17285,,9
44206,11250,,10
44207,28162,,4
44208,25879,,4
44209,17257,,9
44210,13783,,10
44211,28154,,4
44212,28170,,4
44213,17351,,9
44214,17332,,9
44215,28180,,1
44216,13560,,8
44217,28148,,1
44218,22109,,6
44219,14590,,4
44220,11060,,9
44221,17255,,9
44222,17258,,9
44223,13847,,10
44224,28166,,4
44225,20060,,10
44226,12255,,7
44227,28401,,7
44228,11333,,10
44229,25886,,1
44230,17241,,9
44231,17973,,7
44232,17334,,9
44233,13841,,10
44234,28184,,4
44235,22117,,6
44236,28191,,1
44237,17056,,9
44238,17079,,9
44239,12217,,7
44240,13580,,8
44241,28155,,4
44242,28163,,1
44243,17278,,9
44244,17329,,9
44245,25556,,9
44246,12219,,7
44247,17233,,9
44248,17240,,9
44249,13845,,10
44250,28167,,4
44251,28190,,4
44252,13777,,10
44253,28099,,4
44254,28142,,1
44255,14585,,4
44256,17232,,9
44257,12212,,7
44258,13579,,8
44259,28171,,1
44260,28194,,1
44261,22112,,6
44262,20149,,10
44263,17279,,9
44264,17286,,9
44265,25557,,9
44266,25559,,9
44267,19339,,8
44268,13820,,10
44269,14589,,4
44270,13794,,10
44271,13846,,10
44272,12256,,7
44273,28147,,4
44274,28152,,4
44275,17256,,9
44276,17277,,9
44277,17288,,9
44278,17293,,9
44279,17326,,9
44280,29886,275,2
44281,29565,276,4
44282,29734,282,6
44283,29994,282,6
44284,29580,283,1
44285,29898,280,1
44286,30052,276,4
44287,29974,277,3
44288,29614,282,6
44289,29566,275,3
44290,29682,281,4
44291,29747,283,1
44292,29973,275,3
44293,29844,275,2
44294,30067,282,6
44295,29596,282,6
44296,29827,277,3
44297,29811,275,5
44298,29824,278,6
44299,29889,281,4
44300,29761,278,6
44301,29489,281,4
44302,29849,279,5
44303,30096,275,2
44304,29958,279,5
44305,29825,279,5
44306,29661,279,5
44307,29759,275,2
44308,29497,283,1
44309,29912,279,5
44310,30084,279,5
44311,29610,275,2
44312,29606,283,1
44313,29718,275,2
44314,29646,277,4
44315,29570,277,4
44316,29533,275,3
44317,29992,281,4
44318,29491,275,5
44319,29549,279,5
44320,14429,,10
44321,28222,,1
44322,17975,,7
44323,11072,,9
44324,12267,,7
44325,11095,,9
44326,17728,,9
44327,28598,,4
44328,17921,,9
44329,17904,,9
44330,28199,,4
44331,28257,,1
44332,17510,,9
44333,11343,,10
44334,28273,,4
44335,20165,,10
44336,25895,,1
44337,11097,,9
44338,18188,,9
44339,18189,,9
44340,17354,,9
44341,25905,,4
44342,14610,,1
44343,17920,,9
44344,14427,,10
44345,28200,,4
44346,14602,,4
44347,17911,,9
44348,14159,,10
44349,28243,,4
44350,28244,,4
44351,28271,,4
44352,28297,,1
44353,14591,,4
44354,14603,,4
44355,11093,,9
44356,11099,,9
44357,17511,,9
44358,17732,,9
44359,14525,,10
44360,14158,,10
44361,13686,,8
44362,28259,,4
44363,28285,,1
44364,11092,,9
44365,17912,,9
44366,17502,,9
44367,25562,,9
44368,14150,,10
44369,28250,,4
44370,18193,,9
44371,17514,,9
44372,17736,,9
44373,13767,,8
44374,14157,,10
44375,14183,,10
44376,29399,,8
44377,28234,,4
44378,25903,,1
44379,11080,,9
44380,17915,,9
44381,14191,,10
44382,11341,,10
44383,28268,,4
44384,28296,,4
44385,28298,,4
44386,28587,,4
44387,11096,,9
44388,17924,,9
44389,17925,,9
44390,17353,,9
44391,17730,,9
44392,17910,,9
44393,29398,,8
44394,28246,,1
44395,28339,,1
44396,25901,,4
44397,14596,,4
44398,17733,,9
44399,28240,,1
44400,28588,,4
44401,17515,,9
44402,13666,,8
44403,19844,,6
44404,28221,,4
44405,28224,,4
44406,28299,,4
44407,11077,,9
44408,11103,,9
44409,25563,,9
44410,28223,,4
44411,28584,,4
44412,11100,,9
44413,13606,,8
44414,28340,,4
44415,28355,,4
44416,11069,,9
44417,17917,,9
44418,17919,,9
44419,17352,,9
44420,17512,,9
44421,13607,,8
44422,19353,,8
44423,28586,,4
44424,17916,,9
44425,17504,,9
44426,13770,,8
44427,14146,,10
44428,28362,,4
44429,28583,,1
44430,17927,,9
44431,17725,,9
44432,14165,,10
44433,28270,,1
44434,28580,,4
44435,28573,,1
44436,26630,,6
44437,11076,,9
44438,17909,,9
44439,14195,,10
44440,12261,,7
44441,22118,,6
44442,14599,,1
44443,17370,,9
44444,13697,,8
44445,17478,,9
44446,17914,,9
44447,12265,,7
44448,28264,,1
44449,28293,,4
44450,28294,,4
44451,28295,,1
44452,20164,,10
44453,17923,,9
44454,17926,,9
44455,17513,,9
44456,25560,,9
44457,28196,,1
44458,28247,,1
44459,28288,,4
44460,20150,,10
44461,17918,,9
44462,14155,,10
44463,19340,,8
44464,22120,,6
44465,14613,,1
44466,26640,,6
44467,11070,,9
44468,11075,,9
44469,17734,,9
44470,17735,,9
44471,25561,,9
44472,13685,,8
44473,28255,,1
44474,14601,,4
44475,11101,,9
44476,17913,,9
44477,17922,,9
44478,17726,,9
44479,29391,,8
44480,25891,,4
44481,29757,276,4
44482,29668,277,3
44483,29611,280,1
44484,29620,282,6
44485,30058,278,6
44486,29548,278,6
44487,29955,275,3
44488,29888,279,5
44489,29717,283,1
44490,29539,278,6
44491,29555,275,2
44492,29818,276,1
44493,30011,279,5
44494,29509,275,2
44495,29813,282,6
44496,29892,282,6
44497,29988,282,6
44498,29946,278,6
44499,29680,282,6
44500,29865,276,4
44501,29773,280,1
44502,29961,275,2
44503,29554,275,3
44504,30074,282,6
44505,30056,276,4
44506,29749,279,5
44507,29945,279,5
44508,29764,274,4
44509,30117,277,4
44510,29728,281,1
44511,29571,280,1
44512,30042,282,6
44513,29582,280,1
44514,30107,276,1
44515,29675,275,2
44516,29585,283,1
44517,30076,281,3
44518,29624,279,5
44519,29569,277,3
44520,29703,276,4
44521,30100,276,4
44522,30091,275,2
44523,29925,280,1
44524,29664,275,2
44525,29510,282,6
44526,29789,278,6
44527,29558,282,6
44528,30111,277,3
44529,30010,278,6
44530,29861,277,3
44531,29724,275,2
44532,29493,274,5
44533,29698,282,6
44534,29515,278,6
44535,29794,282,6
44536,29583,277,3
44537,29541,282,6
44538,29716,281,4
44539,29830,278,6
44540,29742,280,1
44541,30004,280,1
44542,29807,282,6
44543,29930,277,3
44544,29522,276,4
44545,29866,277,4
44546,30022,276,4
44547,29705,278,6
44548,30012,276,4
44549,29880,279,5
44550,29906,277,3
44551,29901,276,4
44552,29507,279,5
44553,29968,279,5
44554,29588,280,1
44555,29846,279,5
44556,29523,277,4
44557,30095,277,4
44558,29731,275,2
44559,29791,275,2
44560,29785,282,6
44561,29787,283,1
44562,29963,279,5
44563,29617,280,1
44564,29853,276,4
44565,29756,279,5
44566,29774,277,4
44567,29521,281,1
44568,29688,275,3
44569,29511,276,3
44570,29885,283,1
44571,29448,,8
44572,28664,,1
44573,25917,,4
44574,11107,,9
44575,11110,,9
44576,28660,,1
44577,28667,,1
44578,28653,,4
44579,28662,,4
44580,13782,,8
44581,11108,,9
44582,11134,,9
44583,18210,,9
44584,28671,,1
44585,28790,,1
44586,28794,,1
44587,28627,,4
44588,26683,,6
44589,11104,,9
44590,13795,,8
44591,17987,,7
44592,28761,,4
44593,28645,,4
44594,18250,,9
44595,11124,,9
44596,18238,,9
44597,12290,,7
44598,29400,,8
44599,28792,,1
44600,18243,,9
44601,11117,,9
44602,14702,,10
44603,20167,,10
44604,19364,,8
44605,28672,,4
44606,28772,,1
44607,28774,,4
44608,18200,,9
44609,18220,,9
44610,18241,,9
44611,13778,,8
44612,28675,,4
44613,28628,,1
44614,28650,,4
44615,28654,,1
44616,28655,,1
44617,28666,,1
44618,18205,,9
44619,13789,,8
44620,18204,,9
44621,18217,,9
44622,13771,,8
44623,12301,,7
44624,19357,,8
44625,28658,,4
44626,18272,,9
44627,11109,,9
44628,11356,,9
44629,18209,,9
44630,28765,,4
44631,28629,,4
44632,18196,,9
44633,18203,,9
44634,18213,,9
44635,18218,,9
44636,14705,,10
44637,28644,,1
44638,28651,,4
44639,14617,,1
44640,18246,,9
44641,18255,,9
44642,25567,,9
44643,12280,,7
44644,12279,,7
44645,11344,,10
44646,29449,,8
44647,28770,,1
44648,25916,,4
44649,25924,,4
44650,11147,,9
44651,14720,,10
44652,28407,,7
44653,20170,,10
44654,28619,,4
44655,11105,,9
44656,18275,,9
44657,11120,,9
44658,18201,,9
44659,18208,,9
44660,28775,,4
44661,14639,,4
44662,11151,,9
44663,18212,,9
44664,18222,,9
44665,25564,,9
44666,28763,,4
44667,28795,,4
44668,28621,,4
44669,25942,,4
44670,18245,,9
44671,18268,,9
44672,18207,,9
44673,13790,,8
44674,28635,,4
44675,25566,,9
44676,18198,,9
44677,22233,,6
44678,22121,,6
44679,11106,,9
44680,12296,,7
44681,17982,,7
44682,28797,,4
44683,28799,,4
44684,28643,,4
44685,18249,,9
44686,14712,,10
44687,20172,,10
44688,18244,,9
44689,18269,,9
44690,11111,,9
44691,28414,,7
44692,28670,,1
44693,28676,,4
44694,22232,,6
44695,19855,,6
44696,18254,,9
44697,18219,,9
44698,25565,,9
44699,22234,,6
44700,28769,,1
44701,14636,,1
44702,18260,,9
44703,12300,,7
44704,29403,,8
44705,28678,,1
44706,28618,,1
44707,28649,,4
44708,25909,,4
44709,18240,,9
44710,28674,,4
44711,18248,,9
44712,11112,,9
44713,22128,,6
44714,28657,,1
44715,22182,,6
44716,22230,,6
44717,14616,,4
44718,18239,,9
44719,14700,,10
44720,28625,,1
44721,26643,,6
44722,13774,,8
44723,29410,,8
44724,28665,,1
44725,25910,,4
44726,14614,,4
44727,18273,,9
44728,11126,,9
44729,12307,,7
44730,14697,,10
44731,28661,,1
44732,18251,,9
44733,18214,,9
44734,12285,,7
44735,28673,,4
44736,14634,,1
44737,18242,,9
44738,18252,,9
44739,18202,,9
44740,29592,275,2
44741,29632,283,1
44742,29967,277,3
44743,29622,283,1
44744,29714,282,6
44745,29950,282,6
44746,29803,282,6
44747,29969,278,6
44748,29508,277,4
44749,29639,282,6
44750,29722,282,6
44751,29914,281,4
44752,29673,276,4
44753,29944,276,4
44754,29659,277,4
44755,30090,277,4
44756,29708,277,4
44757,29748,281,4
44758,29651,277,3
44759,29655,275,3
44760,29897,281,4
44761,29504,279,5
44762,29690,281,1
44763,29721,279,5
44764,29681,279,5
44765,29577,278,6
44766,29755,278,6
44767,29769,277,3
44768,30106,277,4
44769,30068,279,5
44770,29686,281,4
44771,29921,280,1
44772,29486,277,3
44773,29740,282,6
44774,29649,278,6
44775,30013,279,5
44776,29938,276,4
44777,29525,276,4
44778,29746,275,2
44779,29685,279,5
44780,29883,276,3
44781,29982,276,4
44782,29581,275,2
44783,29834,281,4
44784,29669,275,2
44785,29674,277,3
44786,29518,279,5
44787,29702,277,4
44788,29710,276,1
44789,29498,275,2
44790,29788,276,4
44791,29637,277,4
44792,29810,283,1
44793,29872,277,3
44794,29915,283,1
44795,29562,281,4
44796,29531,276,1
44797,29966,275,2
44798,30088,279,5
44799,29642,279,5
44800,29487,275,2
44801,29715,279,5
44802,29808,279,5
44803,12383,,7
44804,28829,,4
44805,29011,,4
44806,18452,,9
44807,11365,,9
44808,13836,,8
44809,20552,,10
44810,29126,,4
44811,22732,,6
44812,28988,,4
44813,18695,,9
44814,18281,,9
44815,11444,,9
44816,12321,,7
44817,14777,,10
44818,28827,,4
44819,28853,,1
44820,25972,,1
44821,25975,,1
44822,18486,,9
44823,18488,,9
44824,18694,,9
44825,18309,,9
44826,12308,,7
44827,25973,,1
44828,28997,,4
44829,14643,,1
44830,18337,,9
44831,29467,,8
44832,28804,,4
44833,28842,,4
44834,25952,,4
44835,18338,,9
44836,18465,,9
44837,13808,,8
44838,14138,,8
44839,28825,,1
44840,28857,,4
44841,18335,,9
44842,14140,,8
44843,29058,,4
44844,29139,,4
44845,28845,,1
44846,18334,,9
44847,11445,,9
44848,28418,,7
44849,17996,,7
44850,19417,,8
44851,22299,,6
44852,29128,,4
44853,19874,,6
44854,29004,,4
44855,26692,,6
44856,14651,,1
44857,18484,,9
44858,18487,,9
44859,18495,,9
44860,18693,,9
44861,18288,,9
44862,18457,,9
44863,18467,,9
44864,11364,,9
44865,11372,,9
44866,11443,,9
44867,14793,,10
44868,28852,,1
44869,18700,,9
44870,18301,,9
44871,11363,,9
44872,29111,,4
44873,28828,,4
44874,18004,,7
44875,29048,,4
44876,29056,,4
44877,29136,,4
44878,28807,,1
44879,28833,,1
44880,18470,,9
44881,18496,,9
44882,18703,,9
44883,18296,,9
44884,18308,,9
44885,14833,,10
44886,29108,,4
44887,28821,,1
44888,28838,,1
44889,11351,,10
44890,11381,,10
44891,28847,,4
44892,22267,,6
44893,28856,,1
44894,25943,,4
44895,25951,,4
44896,25964,,1
44897,18696,,9
44898,18307,,9
44899,11353,,10
44900,14778,,10
44901,12332,,7
44902,13829,,8
44903,18284,,9
44904,11359,,9
44905,13822,,8
44906,14832,,10
44907,19415,,8
44908,29032,,4
44909,28840,,4
44910,25969,,4
44911,25976,,4
44912,28966,,4
44913,18468,,9
44914,18491,,9
44915,18461,,9
44916,18463,,9
44917,13842,,8
44918,29466,,8
44919,29017,,1
44920,14648,,4
44921,18489,,9
44922,18277,,9
44923,18336,,9
44924,28830,,1
44925,18493,,9
44926,25706,,9
44927,11448,,9
44928,14843,,10
44929,12398,,7
44930,29110,,4
44931,28849,,1
44932,18303,,9
44933,18276,,9
44934,14771,,10
44935,12333,,7
44936,29044,,1
44937,22251,,6
44938,28851,,1
44939,28993,,1
44940,18490,,9
44941,18697,,9
44942,18701,,9
44943,25568,,9
44944,25707,,9
44945,25710,,9
44946,11357,,9
44947,11446,,9
44948,12395,,7
44949,29474,,8
44950,28835,,4
44951,28843,,4
44952,25955,,4
44953,28859,,1
44954,28990,,4
44955,25709,,9
44956,11449,,9
44957,22247,,6
44958,20173,,10
44959,29019,,4
44960,22373,,6
44961,29060,,4
44962,28831,,4
44963,25974,,4
44964,14647,,4
44965,14649,,4
44966,18458,,9
44967,14794,,10
44968,19365,,8
44969,22713,,6
44970,28820,,1
44971,28989,,1
44972,29016,,1
44973,18482,,9
44974,14776,,10
44975,28823,,1
44976,28824,,1
44977,29010,,4
44978,14652,,4
44979,18469,,9
44980,18699,,9
44981,18462,,9
44982,29132,,4
44983,22252,,6
44984,29008,,4
44985,18692,,9
44986,25708,,9
44987,12323,,7
44988,17999,,7
44989,28854,,1
44990,14645,,4
44991,18698,,9
44992,18464,,9
44993,11368,,9
44994,28805,,4
44995,28841,,4
44996,25970,,1
44997,28870,,1
44998,14646,,4
44999,18485,,9
45000,18297,,9
45001,18302,,9
45002,13844,,8
45003,29059,,4
45004,29106,,4
45005,28844,,4
45006,12373,,7
45007,14137,,8
45008,14831,,10
45009,19387,,8
45010,28869,,1
45011,22268,,6
45012,14650,,1
45013,18483,,9
45014,25705,,9
45015,11360,,9
45016,14770,,10
45017,28826,,1
45018,18494,,9
45019,18691,,9
45020,18332,,9
45021,11358,,9
45022,11447,,9
45023,13807,,8
45024,29475,,8
45025,29070,,4
45026,25962,,1
45027,28871,,1
45028,18702,,9
45029,18331,,9
45030,11450,,9
45031,14792,,10
45032,14139,,8
45033,29138,,4
45034,28822,,1
45035,28839,,1
45036,28846,,4
45037,25704,,9
45038,29734,282,6
45039,29994,282,6
45040,29565,276,4
45041,29858,280,1
45042,29898,280,1
45043,29580,283,1
45044,30052,276,4
45045,29974,277,3
45046,29682,281,4
45047,29614,282,6
45048,29566,275,3
45049,29890,283,1
45050,29747,283,1
45051,29973,275,3
45052,30067,282,6
45053,29844,275,2
45054,29596,282,6
45055,29827,277,3
45056,29811,275,5
45057,29824,278,6
45058,29761,278,6
45059,29489,281,4
45060,29889,281,4
45061,29825,279,5
45062,29661,279,5
45063,29759,275,2
45064,29497,283,1
45065,29912,279,5
45066,30084,279,5
45067,29610,275,2
45068,29606,283,1
45069,29718,275,2
45070,29646,277,4
45071,29533,275,3
45072,29570,277,4
45073,29768,276,4
45074,29992,281,4
45075,29491,275,5
45076,29549,279,5
45077,29958,279,5
45078,12494,,7
45079,29255,,4
45080,14657,,1
45081,26782,,6
45082,11455,,9
45083,14947,,10
45084,29143,,4
45085,18746,,9
45086,18747,,9
45087,11388,,10
45088,11398,,10
45089,25977,,4
45090,29170,,4
45091,18909,,9
45092,18899,,9
45093,18906,,9
45094,22785,,6
45095,11394,,10
45096,12483,,7
45097,29151,,4
45098,29167,,1
45099,29174,,1
45100,19428,,8
45101,22748,,6
45102,29274,,4
45103,29140,,1
45104,29142,,4
45105,22765,,6
45106,19987,,6
45107,29275,,4
45108,22975,,6
45109,14937,,10
45110,18710,,9
45111,25713,,9
45112,20558,,10
45113,29141,,4
45114,29146,,1
45115,25984,,4
45116,29204,,1
45117,14727,,1
45118,18722,,9
45119,18740,,9
45120,11751,,9
45121,29169,,1
45122,29236,,4
45123,22971,,6
45124,18725,,9
45125,18708,,9
45126,12480,,7
45127,29158,,1
45128,18726,,9
45129,11759,,9
45130,14975,,10
45131,25979,,1
45132,25985,,4
45133,29163,,1
45134,22895,,6
45135,29264,,4
45136,19084,,9
45137,18735,,9
45138,11452,,9
45139,12468,,7
45140,12485,,7
45141,29222,,4
45142,22901,,6
45143,29278,,4
45144,19093,,9
45145,18716,,9
45146,14950,,10
45147,29166,,4
45148,14656,,1
45149,14941,,10
45150,25980,,1
45151,29202,,1
45152,29276,,1
45153,19089,,9
45154,18767,,9
45155,18900,,9
45156,11465,,9
45157,11750,,9
45158,28419,,7
45159,11400,,10
45160,14984,,10
45161,25978,,4
45162,18721,,9
