SalesOrderID,CustomerID,SalesPersonID,TerritoryID,TotalDue
43980,11048,,9,3729.3640
43981,16664,,9,3953.9884
43982,25271,,9,772.5036
43983,28017,,1,3953.9884
43984,13545,,8,3953.9884
43985,13515,,8,3953.9884
43986,28070,,4,3953.9884
43987,28042,,4,3953.9884
43988,11244,,10,3756.9890
43989,28083,,4,3953.9884
43990,25872,,1,3756.9890
43991,16660,,9,3953.9884
43992,16638,,9,3953.9884
43993,16929,,9,3953.9884
43994,27681,,4,3953.9884
43995,21813,,6,3953.9884
43996,27920,,4,3953.9884
43997,28022,,4,3953.9884
43998,11033,,9,3729.3640
43999,28047,,1,3953.9884
44000,27918,,4,3953.9884
44001,28044,,4,3953.9884
44002,14572,,4,772.5036
44003,19325,,8,772.5036
44004,28061,,4,3953.9884
44005,26629,,6,772.5036
44006,16744,,9,3953.9884
44007,25555,,9,772.5036
44008,27678,,1,3953.9884
44009,27759,,1,3953.9884
44010,13680,,10,3953.9884
44011,13514,,8,3953.9884
44012,11052,,9,3729.3640
44013,16928,,9,3953.9884
44014,27917,,4,3953.9884
44015,13693,,10,3953.9884
44016,11247,,10,3729.3640
44017,28078,,1,3953.9884
44018,25876,,1,3729.3640
44019,16701,,9,3953.9884
44020,16931,,9,3953.9884
44021,11032,,9,3729.3640
44022,22008,,6,3953.9884
44023,19830,,6,3729.3640
44024,16663,,9,3953.9884
44025,16708,,9,3953.9884
44026,17045,,9,3953.9884
44027,21921,,6,3953.9884
44028,17048,,9,3953.9884
44029,11050,,9,3729.3640
44030,12131,,7,3953.9884
44031,13689,,10,3953.9884
44032,11243,,10,3756.9890
44033,16693,,9,3953.9884
44034,16702,,9,3953.9884
44035,16707,,9,3953.9884
44036,17046,,9,3953.9884
44037,25272,,9,772.5036
44038,25868,,4,3756.9890
44039,17971,,7,772.5036
44040,11057,,9,3729.3640
44041,16742,,9,3953.9884
44042,13678,,10,3953.9884
44043,13679,,10,3953.9884
44044,13690,,10,3953.9884
44045,28394,,7,3756.9890
44046,28064,,1,3953.9884
44047,25878,,4,3756.9890
44048,16713,,9,3953.9884
44049,13538,,8,3953.9884
44050,17050,,9,3953.9884
44051,13691,,10,3953.9884
44052,16637,,9,3953.9884
44053,19329,,8,772.5036
44054,13542,,8,3953.9884
44055,13543,,8,3953.9884
44056,13559,,8,3953.9884
44057,14577,,1,772.5036
44058,11056,,9,3729.3640
44059,16688,,9,3953.9884
44060,25273,,9,772.5036
44061,27919,,1,3953.9884
44062,28041,,1,3953.9884
44063,11240,,10,3756.9890
44064,22050,,6,3953.9884
44065,28062,,4,3953.9884
44066,25867,,4,3756.9890
44067,17049,,9,3953.9884
44068,13541,,8,3953.9884
44069,28395,,7,3729.3640
44070,19829,,6,3729.3640
44071,16691,,9,3953.9884
44072,16656,,9,3953.9884
44073,11044,,9,3729.3640
44074,29592,275,2,950.3979
44075,29632,283,1,29779.1373
44076,30003,277,3,4594.0664
44077,29714,282,6,6872.9758
44078,29622,283,1,31591.9471
44079,29967,277,3,28945.1938
44080,29733,276,4,12.6968
44081,29950,282,6,42277.1383
44082,29803,274,6,2297.0332
44083,29969,278,6,1533.1237
44084,29494,282,6,9154.3530
44085,29639,282,6,23244.6509
44086,29722,282,6,83091.6136
44087,29944,276,4,5641.1910
44088,29842,281,4,472.3108
44089,29673,276,4,2361.5536
44090,29659,277,4,7487.8626
44091,29914,281,4,5055.9137
44092,30090,277,4,4592.0219
44093,29708,277,4,12021.9591
44094,29711,282,6,4594.0664
44095,29748,281,4,47689.0046
44096,29655,275,3,9154.3530
44097,29651,277,3,6796.0326
44098,29504,279,5,18431.4595
44099,29897,281,4,14074.0241
44100,29690,281,1,91512.8507
44101,29721,279,5,11030.0547
44102,29681,279,5,3955.6420
44103,29577,278,6,4294.4704
44104,29755,278,6,4594.0664
44105,29769,277,3,6870.0165
44106,30068,279,5,472.3108
44107,30106,277,4,18226.9096
44108,29686,281,4,2442.3468
44109,29921,280,1,15582.1001
44110,29486,277,3,18768.2086
44111,29740,282,6,13108.5134
44112,29649,278,6,36532.9619
44113,29938,276,4,45621.2458
44114,29746,275,2,37706.6125
44115,29525,276,4,75293.7194
44116,29685,279,5,22915.4692
44117,29581,275,2,14537.2940
44118,29883,276,3,3859.2790
44119,29834,281,4,55277.8557
44120,29702,277,4,30375.6923
44121,29710,276,1,72894.3213
44122,29518,279,5,4577.1764
44123,29498,275,2,985.0180
44124,29637,277,4,17387.3963
44125,29872,277,3,2931.9869
44126,29810,283,1,16060.3046
44127,29562,281,4,102525.9874
44128,30088,279,5,20874.6359
44129,29966,275,2,62725.3407
44130,29642,279,5,39881.9747
44131,29487,275,2,23095.3463
44132,29484,279,5,4560.2864
44133,29715,279,5,28927.0463
44134,13821,,10,3953.9884
44135,28156,,4,3953.9884
44136,22114,,6,3953.9884
44137,17328,,9,3953.9884
44138,13765,,10,3953.9884
44139,13792,,10,3953.9884
44140,12221,,7,3953.9884
44141,13572,,8,3953.9884
44142,22058,,6,3953.9884
44143,28145,,4,3953.9884
44144,17071,,9,3953.9884
44145,17309,,9,3953.9884
44146,17310,,9,3953.9884
44147,17320,,9,3953.9884
44148,28172,,4,3953.9884
44149,17242,,9,3953.9884
44150,17315,,9,3953.9884
44151,25558,,9,772.5036
44152,11334,,10,3756.9890
44153,28168,,4,3953.9884
44154,28181,,1,3953.9884
44155,28131,,4,3953.9884
44156,25887,,1,3756.9890
44157,17055,,9,3953.9884
44158,13567,,8,3953.9884
44159,28182,,4,3953.9884
44160,28186,,1,3953.9884
44161,13772,,10,3953.9884
44162,28185,,4,3953.9884
44163,28193,,4,3953.9884
44164,28088,,4,3953.9884
44165,17065,,9,3953.9884
44166,14581,,1,772.5036
44167,17308,,9,3953.9884
44168,12211,,7,3953.9884
44169,28179,,1,3953.9884
44170,28183,,4,3953.9884
44171,28112,,4,3953.9884
44172,14584,,4,772.5036
44173,13784,,10,3953.9884
44174,17229,,9,3953.9884
44175,17246,,9,3953.9884
44176,12220,,7,3953.9884
44177,11337,,10,3729.3640
44178,28097,,4,3953.9884
44179,25888,,1,3729.3640
44180,11058,,9,3756.9890
44181,17294,,9,3953.9884
44182,17299,,9,3953.9884
44183,28158,,4,3953.9884
44184,17247,,9,3953.9884
44185,17280,,9,3953.9884
44186,25889,,4,3756.9890
44187,17069,,9,3953.9884
44188,20052,,10,772.5036
44189,20054,,10,772.5036
44190,11061,,9,3729.3640
44191,17248,,9,3953.9884
44192,13570,,8,3953.9884
44193,28164,,4,3953.9884
44194,17064,,9,3953.9884
44195,17249,,9,3953.9884
44196,17295,,9,3953.9884
44197,28096,,4,3953.9884
44198,28150,,4,3953.9884
44199,17259,,9,3953.9884
44200,17312,,9,3953.9884
44201,12254,,7,3953.9884
44202,28159,,4,3953.9884
44203,28149,,4,3953.9884
44204,14580,,4,772.5036
44205,17285,,9,3953.9884
44206,11250,,10,3756.9890
44207,28162,,4,3953.9884
44208,25879,,4,3756.9890
44209,17257,,9,3953.9884
44210,13783,,10,3953.9884
44211,28154,,4,3953.9884
44212,28170,,4,3953.9884
44213,17351,,9,3953.9884
44214,17332,,9,3953.9884
44215,28180,,1,3953.9884
44216,13560,,8,3953.9884
44217,28148,,1,3953.9884
44218,22109,,6,3953.9884
44219,14590,,4,772.5036
44220,11060,,9,3756.9890
44221,17255,,9,3953.9884
44222,17258,,9,3953.9884
44223,13847,,10,3953.9884
44224,28166,,4,3953.9884
44225,20060,,10,772.5036
44226,12255,,7,3953.9884
44227,28401,,7,3729.3640
44228,11333,,10,3756.9890
44229,25886,,1,3756.9890
44230,17241,,9,3953.9884
44231,17973,,7,772.5036
44232,17334,,9,3953.9884
44233,13841,,10,3953.9884
44234,28184,,4,3953.9884
44235,22117,,6,3953.9884
44236,28191,,1,3953.9884
44237,17056,,9,3953.9884
44238,17079,,9,3953.9884
44239,12217,,7,3953.9884
44240,13580,,8,3953.9884
44241,28155,,4,3953.9884
44242,28163,,1,3953.9884
44243,17278,,9,3953.9884
44244,17329,,9,3953.9884
44245,25556,,9,772.5036
44246,12219,,7,3953.9884
44247,17233,,9,3953.9884
44248,17240,,9,3953.9884
44249,13845,,10,3953.9884
44250,28167,,4,3953.9884
44251,28190,,4,3953.9884
44252,13777,,10,3953.9884
44253,28099,,4,3953.9884
44254,28142,,1,3953.9884
44255,14585,,4,772.5036
44256,17232,,9,3953.9884
44257,12212,,7,3953.9884
44258,13579,,8,3953.9884
44259,28171,,1,3953.9884
44260,28194,,1,3953.9884
44261,22112,,6,3953.9884
44262,20149,,10,772.5036
44263,17279,,9,3953.9884
44264,17286,,9,3953.9884
44265,25557,,9,772.5036
44266,25559,,9,772.5036
44267,19339,,8,772.5036
44268,13820,,10,3953.9884
44269,14589,,4,772.5036
44270,13794,,10,3953.9884
44271,13846,,10,3953.9884
44272,12256,,7,3953.9884
44273,28147,,4,3953.9884
44274,28152,,4,3953.9884
44275,17256,,9,3953.9884
44276,17277,,9,3953.9884
44277,17288,,9,3953.9884
44278,17293,,9,3953.9884
44279,17326,,9,3953.9884
44280,29886,275,2,64.2420
44281,29565,276,4,472.3108
44282,29734,282,6,45433.9629
44283,29994,282,6,49297.6080
44284,29580,283,1,98932.1970
44285,29898,280,1,65037.6996
44286,30052,276,4,6236.3616
44287,29974,277,3,18344.6411
44288,29614,282,6,49346.3436
44289,29566,275,3,4596.2216
44290,29682,281,4,4331.5897
44291,29747,283,1,5093.9316
44292,29973,275,3,3865.0555
44293,29844,275,2,27005.1224
44294,30067,282,6,69900.1415
44295,29596,282,6,10668.6138
44296,29827,277,3,36463.5495
44297,29811,275,5,11519.8817
44298,29824,278,6,31153.3874
44299,29889,281,4,35609.3132
44300,29761,278,6,8785.1473
44301,29489,281,4,33197.1756
44302,29849,279,5,2417.4793
44303,30096,275,2,6.3484
44304,29958,279,5,42234.8895
44305,29825,279,5,21262.6570
44306,29661,279,5,20995.4191
44307,29759,275,2,8733.9760
44308,29497,283,1,13928.5021
44309,29912,279,5,31091.8093
44310,30084,279,5,207.7582
44311,29610,275,2,8279.3334
44312,29606,283,1,2361.5536
44313,29718,275,2,29323.3854
44314,29646,277,4,47410.6684
44315,29570,277,4,2923.7113
44316,29533,275,3,4262.3494
44317,29992,281,4,38199.8970
44318,29491,275,5,23749.8917
44319,29549,279,5,38566.9973
44320,14429,,10,3953.9884
44321,28222,,1,3953.9884
44322,17975,,7,772.5036
44323,11072,,9,3756.9890
44324,12267,,7,3953.9884
44325,11095,,9,3729.3640
44326,17728,,9,3953.9884
44327,28598,,4,3953.9884
44328,17921,,9,3953.9884
44329,17904,,9,3953.9884
44330,28199,,4,3953.9884
44331,28257,,1,3953.9884
44332,17510,,9,3953.9884
44333,11343,,10,3756.9890
44334,28273,,4,3953.9884
44335,20165,,10,772.5036
44336,25895,,1,3756.9890
44337,11097,,9,3729.3640
44338,18188,,9,3953.9884
44339,18189,,9,3953.9884
44340,17354,,9,3953.9884
44341,25905,,4,3729.3640
44342,14610,,1,772.5036
44343,17920,,9,3953.9884
44344,14427,,10,3953.9884
44345,28200,,4,3953.9884
44346,14602,,4,772.5036
44347,17911,,9,3953.9884
44348,14159,,10,3953.9884
44349,28243,,4,3953.9884
44350,28244,,4,3953.9884
44351,28271,,4,3953.9884
44352,28297,,1,3953.9884
44353,14591,,4,772.5036
44354,14603,,4,772.5036
44355,11093,,9,3756.9890
44356,11099,,9,3756.9890
44357,17511,,9,3953.9884
44358,17732,,9,3953.9884
44359,14525,,10,3953.9884
44360,14158,,10,3953.9884
44361,13686,,8,3953.9884
44362,28259,,4,3953.9884
44363,28285,,1,3953.9884
44364,11092,,9,3729.3640
44365,17912,,9,3953.9884
44366,17502,,9,3953.9884
44367,25562,,9,772.5036
44368,14150,,10,3953.9884
44369,28250,,4,3953.9884
44370,18193,,9,3953.9884
44371,17514,,9,3953.9884
44372,17736,,9,3953.9884
44373,13767,,8,3953.9884
44374,14157,,10,3953.9884
44375,14183,,10,3953.9884
44376,29399,,8,3729.3640
44377,28234,,4,3953.9884
44378,25903,,1,3729.3640
44379,11080,,9,3729.3640
44380,17915,,9,3953.9884
44381,14191,,10,3953.9884
44382,11341,,10,3756.9890
44383,28268,,4,3953.9884
44384,28296,,4,3953.9884
44385,28298,,4,3953.9884
44386,28587,,4,3953.9884
44387,11096,,9,3729.3640
44388,17924,,9,3953.9884
44389,17925,,9,3953.9884
44390,17353,,9,3953.9884
44391,17730,,9,3953.9884
44392,17910,,9,3953.9884
44393,29398,,8,3756.9890
44394,28246,,1,3953.9884
44395,28339,,1,3953.9884
44396,25901,,4,3756.9890
44397,14596,,4,772.5036
44398,17733,,9,3953.9884
44399,28240,,1,3953.9884
44400,28588,,4,3953.9884
44401,17515,,9,3953.9884
44402,13666,,8,3953.9884
44403,19844,,6,3729.3640
44404,28221,,4,3953.9884
44405,28224,,4,3953.9884
44406,28299,,4,3953.9884
44407,11077,,9,3729.3640
44408,11103,,9,3729.3640
44409,25563,,9,772.5036
44410,28223,,4,3953.9884
44411,28584,,4,3953.9884
44412,11100,,9,3729.3640
44413,13606,,8,3953.9884
44414,28340,,4,3953.9884
44415,28355,,4,3953.9884
44416,11069,,9,3756.9890
44417,17917,,9,3953.9884
44418,17919,,9,3953.9884
44419,17352,,9,3953.9884
44420,17512,,9,3953.9884
44421,13607,,8,3953.9884
44422,19353,,8,772.5036
44423,28586,,4,3953.9884
44424,17916,,9,3953.9884
44425,17504,,9,3953.9884
44426,13770,,8,3953.9884
44427,14146,,10,3953.9884
44428,28362,,4,3953.9884
44429,28583,,1,3953.9884
44430,17927,,9,3953.9884
44431,17725,,9,3953.9884
44432,14165,,10,3953.9884
44433,28270,,1,3953.9884
44434,28580,,4,3953.9884
44435,28573,,1,3953.9884
44436,26630,,6,772.5036
44437,11076,,9,3756.9890
44438,17909,,9,3953.9884
44439,14195,,10,3953.9884
44440,12261,,7,3953.9884
44441,22118,,6,3953.9884
44442,14599,,1,772.5036
44443,17370,,9,3953.9884
44444,13697,,8,3953.9884
44445,17478,,9,3953.9884
44446,17914,,9,3953.9884
44447,12265,,7,3953.9884
44448,28264,,1,3953.9884
44449,28293,,4,3953.9884
44450,28294,,4,3953.9884
44451,28295,,1,3953.9884
44452,20164,,10,772.5036
44453,17923,,9,3953.9884
44454,17926,,9,3953.9884
44455,17513,,9,3953.9884
44456,25560,,9,772.5036
44457,28196,,1,3953.9884
44458,28247,,1,3953.9884
44459,28288,,4,3953.9884
44460,20150,,10,772.5036
44461,17918,,9,3953.9884
44462,14155,,10,3953.9884
44463,19340,,8,772.5036
44464,22120,,6,3953.9884
44465,14613,,1,772.5036
44466,26640,,6,772.5036
44467,11070,,9,3756.9890
44468,11075,,9,3729.3640
44469,17734,,9,3953.9884
44470,17735,,9,3953.9884
44471,25561,,9,772.5036
44472,13685,,8,3953.9884
44473,28255,,1,3953.9884
44474,14601,,4,772.5036
44475,11101,,9,3756.9890
44476,17913,,9,3953.9884
44477,17922,,9,3953.9884
44478,17726,,9,3953.9884
44479,29391,,8,3729.3640
44480,25891,,4,3729.3640
44481,29757,276,4,29689.3502
44482,29668,277,3,472.3108
44483,29611,280,1,3398.5212
44484,29620,282,6,9215.6816
44485,30058,278,6,4560.2864
44486,29548,278,6,680.0689
44487,29955,275,3,47155.5779
44488,29888,279,5,36996.9047
44489,29717,283,1,11583.9419
44490,29539,278,6,3816.3832
44491,29555,275,2,3859.2790
44492,29818,276,1,75971.8920
44493,30011,279,5,7290.6993
44494,29509,275,2,32153.4600
44495,29813,282,6,4589.8732
44496,29892,282,6,33552.2466
44497,29988,282,6,1347.7377
44498,29946,278,6,17380.5563
44499,29680,282,6,13704.0978
44500,29865,276,4,5303.3339
44501,29773,280,1,22152.2446
44502,29961,275,2,20128.9083
44503,29554,275,3,3410.0741
44504,30074,282,6,22503.6752
44505,30056,276,4,39393.3135
44506,29749,279,5,40145.6114
44507,29945,279,5,44212.6089
44508,29764,274,4,4723.1073
44509,30117,277,4,49116.1883
44510,29728,281,1,1970.0360
44511,29571,280,1,11440.2727
44512,30042,282,6,1889.2429
44513,29582,280,1,49012.5587
44514,30107,276,1,47939.4352
44515,29675,275,2,6183.7133
44516,29585,283,1,472.3108
44517,30076,281,3,28042.2034
44518,29624,279,5,142312.2199
44519,29569,277,3,2417.4793
44520,29703,276,4,64981.7034
44521,30100,276,4,29406.5783
44522,30091,275,2,29448.5055
44523,29925,280,1,83772.7786
44524,29664,275,2,4596.2216
44525,29510,282,6,46666.5213
44526,29789,278,6,18589.0781
44527,29558,282,6,6899.6033
44528,30111,277,3,122500.6617
44529,30010,278,6,472.3108
44530,29861,277,3,118206.3408
44531,29724,275,2,25701.7581
44532,29493,274,5,2417.4793
44533,29698,282,6,21954.2042
44534,29515,278,6,96937.2022
44535,29794,282,6,26567.7564
44536,29583,277,3,816.1709
44537,29541,282,6,64.2420
44538,29716,281,4,65105.6812
44539,29830,278,6,1638.6903
44540,29742,280,1,43514.8419
44541,30004,280,1,57231.0827
44542,29807,282,6,18308.0583
44543,29930,277,3,415.5164
44544,29522,276,4,23626.2532
44545,29866,277,4,11097.2506
44546,30022,276,4,1970.0360
44547,29705,278,6,77692.7415
44548,30012,276,4,472.3108
44549,29880,279,5,55212.4098
44550,29906,277,3,32294.6471
44551,29901,276,4,46267.7358
44552,29507,279,5,110276.5740
44553,29968,279,5,6840.4298
44554,29588,280,1,816.1709
44555,29846,279,5,33893.4937
44556,29523,277,4,34445.2611
44557,30095,277,4,31670.3289
44558,29731,275,2,944.6214
44559,29791,275,2,19650.9027
44560,29785,282,6,1057.9537
44561,29787,283,1,47348.8150
44562,29963,279,5,21668.8078
44563,29617,280,1,53733.7469
44564,29853,276,4,38899.0578
44565,29756,279,5,2434.0712
44566,29774,277,4,43136.7848
44567,29521,281,1,52872.0292
44568,29688,275,3,2546.9658
44569,29511,276,3,34509.5571
44570,29885,283,1,65872.3967
44571,29448,,8,3756.9890
44572,28664,,1,3953.9884
